,Source language,Translation 1,Translation 2,Translation 3,Translation 4,Translation 5
4343,"@ x ( LeftOf ( x , a ) $ ~ / y ( Smaller ( x , y ) & LeftOf ( y , b ) ) )","for all x , if x is to the left of a , then it is not the case that there is an element y such that x is smaller than y and y is to the left of b",0,0,0,0
4344,"@ y ( LeftOf ( y , a ) $ ~ @ x ( LeftOf ( x , b ) $ Larger ( y , x ) ) )","for all y , if y is to the left of a , then it is not the case that for all x , if x is to the left of b , then y is larger than x",0,0,0,0
4345,"/ x ( Cube ( x ) & Larger ( a , x ) ) $ ~ / y ~ ( Tet ( y ) $ Smaller ( a , y ) )","if a is larger than some cube , then it is not the case that there is an element y such that it is not the case that if y is a tetrahedron , then a is smaller than y",0,0,0,0
4346,"@ y / x ( ~ FrontOf ( x , y ) $ Tet ( y ) )","for all y , there is an element x such that if x is not in front of y , then y is a tetrahedron",0,0,0,0
4347,"@ x ( LeftOf ( x , b ) $ @ y ( LeftOf ( y , a ) $ ~ Smaller ( y , x ) ) )","for all x , if x is to the left of b , then for all y , if y is to the left of a , then y is not smaller than x",0,0,0,0
4348,"@ x ( LeftOf ( x , b ) $ LeftOf ( x , a ) ) & @ y ( LeftOf ( y , a ) $ LeftOf ( y , b ) )","for all x , if x is to the left of b , then x is to the left of a and for all y , if y is to the left of a , then y is to the left of b",0,0,0,0
4349,"@ u ( ~ / v FrontOf ( v , u ) $ Tet ( u ) )","for all u , if it is not the case that there is an element v such that v is in front of u , then u is a tetrahedron",0,0,0,0
4350,"~ / x ( LeftOf ( x , a ) & @ y ( ~ LeftOf ( y , b ) | Larger ( x , y ) ) )","it is not the case that there is an element x such that x is to the left of a and for all y , y is not to the left of b or x is larger than y",0,0,0,0
4351,"~ / x ( LeftOf ( x , a ) & / u ( LeftOf ( u , b ) & Smaller ( x , u ) ) )",it is not the case that there is an element x such that x is to the left of a and there is an element u such that u is to the left of b and x is smaller than u,0,0,0,0
4352,"/ z ( Cube ( z ) & Larger ( a , z ) ) $ @ y ( Tet ( y ) $ Smaller ( a , y ) )","if a is larger than some cube , then a is smaller than every tetrahedron",0,0,0,0
4353,"~ / x @ y ( LeftOf ( x , a ) & ( LeftOf ( y , b ) $ Larger ( x , y ) ) )","it is not the case that there is an element x such that for all y , all these hold : \item x is to the left of a \item if y is to the left of b , then x is larger than y",0,0,0,0
4354,"@ x @ y ( ( Cube ( x ) & Larger ( a , x ) & Tet ( y ) ) $ Smaller ( a , y ) )","for all x , for all y , if x is a cube , a is larger than x and y is a tetrahedron , then a is smaller than y",0,0,0,0
4355,"@ x ( Tet ( x ) $ ( / y ( Cube ( y ) & Larger ( a , y ) ) $ Smaller ( a , x ) ) )","for all tetrahedrons x , if a is larger than some cube , then a is smaller than x",0,0,0,0
4356,"@ x ( ( LeftOf ( x , a ) $ LeftOf ( x , b ) ) & @ y ( LeftOf ( y , b ) $ LeftOf ( y , a ) ) )","for all x , all these hold : \item if x is to the left of a , then x is to the left of b \item for all y , if y is to the left of b , then y is to the left of a",0,0,0,0
4357,"/ x @ y ( ( Larger ( a , x ) & Cube ( x ) & Tet ( y ) ) $ Smaller ( x , y ) )","there is an element x such that for all y , if a is larger than x , x is a cube and y is a tetrahedron , then x is smaller than y",0,0,0,0
4358,"@ x @ y ( ( Larger ( a , x ) & Cube ( x ) & Tet ( y ) ) $ Smaller ( a , y ) )","for all x , for all y , if a is larger than x , x is a cube and y is a tetrahedron , then a is smaller than y",0,0,0,0
4359,"@ x ( RightOf ( a , x ) $ ~ / y ( RightOf ( b , y ) & Smaller ( x , y ) ) )","for all x , if a is to the right of x , then it is not the case that there is an element y such that b is to the right of y and x is smaller than y",0,0,0,0
4360,"/ x ( ( Cube ( x ) & Smaller ( x , a ) ) $ @ y ( Tet ( y ) $ Smaller ( x , y ) ) )","there is an element x such that if x is a cube and x is smaller than a , then x is smaller than every tetrahedron",0,0,0,0
4361,"@ x ( ~ / z FrontOf ( z , x ) $ Tet ( x ) )","for all x , if it is not the case that there is an element z such that z is in front of x , then x is a tetrahedron",0,0,0,0
4362,"@ x @ y ( LeftOf ( x , a ) $ ~ ( Smaller ( x , y ) & LeftOf ( y , b ) ) )","for all x , for all y , if x is to the left of a , then it is not the case that x is smaller than y and y is to the left of b",0,0,0,0
4363,"/ y ( ( Cube ( y ) & Larger ( a , y ) ) $ @ z ( Tet ( z ) $ Smaller ( y , z ) ) )","there is an element y such that if y is a cube and a is larger than y , then y is smaller than every tetrahedron",0,0,0,0
4364,"@ x / y ( LeftOf ( x , a ) $ ( ~ Larger ( x , y ) & LeftOf ( y , b ) ) )","for all x , there is an element y such that if x is to the left of a , then x is not larger than y and y is to the left of b",0,0,0,0
4365,"@ x ( / y ( Cube ( y ) & Larger ( a , y ) ) $ ( Tet ( x ) $ Smaller ( a , x ) ) )","for all x , if a is larger than some cube , then if x is a tetrahedron , then a is smaller than x",0,0,0,0
4366,"@ x ( ( LeftOf ( x , a ) & ~ / y ( Smaller ( x , y ) & LeftOf ( y , b ) ) ) | ~ LeftOf ( x , a ) )","for all x , at least one of these holds : \item x is to the left of a and it is not the case that there is an element y such that x is smaller than y and y is to the left of b \item x is not to the left of a",0,0,0,0
4367,"/ x ( Cube ( x ) & Larger ( a , x ) ) $ @ y ( ( Tet ( y ) & Smaller ( a , y ) ) | ~ Tet ( y ) )","if a is larger than some cube , then for all y , at least one of these holds : \item y is a tetrahedron and a is smaller than y \item y is not a tetrahedron",0,0,0,0
4368,"@ x ( ( Tet ( x ) & ~ / y FrontOf ( y , x ) ) | / y FrontOf ( y , x ) )","for all x , at least one of these holds : \item x is a tetrahedron and it is not the case that there is an element y such that y is in front of x \item there is an element y such that y is in front of x",0,0,0,0
4369,"@ x @ y ( ( Larger ( a , x ) & Cube ( x ) ) $ ( Tet ( y ) $ Smaller ( a , y ) ) )","for all x , for all y , if a is larger than x and x is a cube , then if y is a tetrahedron , then a is smaller than y",0,0,0,0
4370,"~ / x / y ( LeftOf ( y , b ) & LeftOf ( x , a ) & Smaller ( x , y ) )","it is not the case that there is an element x such that there is an element y such that y is to the left of b , x is to the left of a and x is smaller than y",0,0,0,0
4371,"@ x ( LeftOf ( x , a ) $ / y ( LeftOf ( y , b ) & ~ Smaller ( y , x ) ) )","for all x , if x is to the left of a , then there is an element y such that y is to the left of b and y is not smaller than x",0,0,0,0
4372,"/ y ( ( Cube ( y ) & Larger ( a , y ) ) $ @ x ( Tet ( x ) $ Smaller ( y , x ) ) )","there is an element y such that if y is a cube and a is larger than y , then y is smaller than every tetrahedron",0,0,0,0
4373,"@ y ( @ x ~ FrontOf ( x , y ) $ Tet ( y ) )","for all y , if for all x , x is not in front of y , then y is a tetrahedron",0,0,0,0
4374,"@ x ( LeftOf ( x , b ) $ @ y ( LeftOf ( y , a ) $ ~ Larger ( x , y ) ) )","for all x , if x is to the left of b , then for all y , if y is to the left of a , then x is not larger than y",0,0,0,0
4375,"/ x ( ( Cube ( x ) & Larger ( a , x ) ) $ @ z ( Tet ( z ) $ Smaller ( x , z ) ) )","there is an element x such that if x is a cube and a is larger than x , then x is smaller than every tetrahedron",0,0,0,0
4376,"@ x ( LeftOf ( x , a ) $ / y ( ~ Larger ( x , y ) & LeftOf ( y , b ) ) )","for all x , if x is to the left of a , then there is an element y such that x is not larger than y and y is to the left of b",0,0,0,0
4377,"@ y ( ( Tet ( y ) & / x ( Cube ( x ) & Larger ( a , x ) ) ) $ Smaller ( a , y ) )","for all y , if y is a tetrahedron and a is larger than some cube , then a is smaller than y",0,0,0,0
4378,"@ x ( ( LeftOf ( x , a ) $ LeftOf ( x , b ) ) & ( LeftOf ( x , b ) $ LeftOf ( x , a ) ) )","for all x , all these hold : \item if x is to the left of a , then x is to the left of b \item if x is to the left of b , then x is to the left of a",0,0,0,0
4379,"@ x ( / z ( Cube ( z ) & Smaller ( z , a ) ) $ ( Tet ( x ) $ Smaller ( a , x ) ) )","for all x , if some cube is smaller than a , then if x is a tetrahedron , then a is smaller than x",0,0,0,0
4380,"@ x @ y ( ( LeftOf ( x , b ) & LeftOf ( y , a ) ) $ ~ Larger ( x , y ) )","for all x , for all y , if x is to the left of b and y is to the left of a , then x is not larger than y",0,0,0,0
4381,"@ x ( ( / y ( Cube ( y ) & Larger ( a , y ) ) & Tet ( x ) ) $ Smaller ( a , x ) )","for all x , if a is larger than some cube and x is a tetrahedron , then a is smaller than x",0,0,0,0
4382,"~ / x ( LeftOf ( x , a ) & / z ( Smaller ( x , z ) & LeftOf ( z , b ) ) )",it is not the case that there is an element x such that x is to the left of a and there is an element z such that x is smaller than z and z is to the left of b,0,0,0,0
4383,"@ x / y ( ( Cube ( x ) & Larger ( a , x ) ) $ @ y ( Tet ( y ) $ Smaller ( a , y ) ) )","for all x , there is an element y such that if x is a cube and a is larger than x , then a is smaller than every tetrahedron",0,0,0,0
4384,"@ x / y ( ~ Tet ( x ) $ FrontOf ( y , x ) )","for all x , there is an element y such that if x is not a tetrahedron , then y is in front of x",0,0,0,0
4385,"@ x @ y ( ( Smaller ( y , x ) & LeftOf ( x , b ) ) $ ~ LeftOf ( y , a ) )","for all x , for all y , if y is smaller than x and x is to the left of b , then y is not to the left of a",0,0,0,0
4386,"@ x ~ / y ( LeftOf ( x , a ) & / z ( LeftOf ( z , b ) & Smaller ( x , z ) ) )","for all x , it is not the case that there is an element y such that x is to the left of a and there is an element z such that z is to the left of b and x is smaller than z",0,0,0,0
4387,"@ y ( / x ( Cube ( x ) & Larger ( a , x ) ) $ ( Tet ( y ) $ Smaller ( a , y ) ) )","for all y , if a is larger than some cube , then if y is a tetrahedron , then a is smaller than y",0,0,0,0
4388,"@ x @ y ( LeftOf ( x , a ) $ ~ ( LeftOf ( y , b ) & Smaller ( x , y ) ) )","for all x , for all y , if x is to the left of a , then it is not the case that y is to the left of b and x is smaller than y",0,0,0,0
4389,"@ x @ y ( ~ / y FrontOf ( y , x ) $ Tet ( x ) )","for all x , for all y , if it is not the case that there is an element y such that y is in front of x , then x is a tetrahedron",0,0,0,0
4390,"@ x @ y ( ( Cube ( x ) & Larger ( a , x ) ) $ ( Tet ( y ) $ Smaller ( a , y ) ) )","for all x , for all y , if x is a cube and a is larger than x , then if y is a tetrahedron , then a is smaller than y",0,0,0,0
4391,"@ x ( ( LeftOf ( x , b ) $ LeftOf ( x , a ) ) & ( LeftOf ( x , a ) $ LeftOf ( x , b ) ) )","for all x , all these hold : \item if x is to the left of b , then x is to the left of a \item if x is to the left of a , then x is to the left of b",0,0,0,0
4392,"@ x ( Cube ( x ) $ ( Larger ( a , x ) $ @ y ( Tet ( y ) $ Smaller ( a , y ) ) ) )","for all cubes x , if a is larger than x , then a is smaller than every tetrahedron",0,0,0,0
4393,"@ x ~ ( LeftOf ( x , a ) & @ y ( LeftOf ( y , b ) $ Larger ( x , y ) ) )","for all x , it is not the case that x is to the left of a and for all y , if y is to the left of b , then x is larger than y",0,0,0,0
4394,"@ x ~ ( LeftOf ( x , a ) & / y ( LeftOf ( y , b ) & Smaller ( x , y ) ) )","for all x , it is not the case that x is to the left of a and there is an element y such that y is to the left of b and x is smaller than y",0,0,0,0
4395,"@ x / y ( LeftOf ( x , a ) $ / y ( LeftOf ( y , b ) & ~ Larger ( x , y ) ) )","for all x , there is an element y such that if x is to the left of a , then there is an element y such that y is to the left of b and x is not larger than y",0,0,0,0
4396,"@ x ~ ( LeftOf ( x , a ) & / y ( Smaller ( x , y ) & LeftOf ( y , b ) ) )","for all x , it is not the case that x is to the left of a and there is an element y such that x is smaller than y and y is to the left of b",0,0,0,0
4397,"@ x ( LeftOf ( x , b ) $ @ y ~ ( LeftOf ( y , a ) & Smaller ( y , x ) ) )","for all x , if x is to the left of b , then for all y , it is not the case that y is to the left of a and smaller than x",0,0,0,0
4398,"~ / x / y ( LeftOf ( x , a ) & Smaller ( x , y ) & LeftOf ( y , b ) )","it is not the case that there is an element x such that there is an element y such that x is to the left of a , x is smaller than y and y is to the left of b",0,0,0,0
4399,"/ x ( Larger ( a , x ) & Cube ( x ) ) $ @ x ( Tet ( x ) $ Smaller ( a , x ) )","if there is an element x such that a is larger than x and x is a cube , then a is smaller than every tetrahedron",0,0,0,0
4400,"@ x ( LeftOf ( x , a ) $ / y ~ ( LeftOf ( y , b ) $ Larger ( x , y ) ) )","for all x , if x is to the left of a , then there is an element y such that it is not the case that if y is to the left of b , then x is larger than y",0,0,0,0
4401,"@ y ( ~ / z FrontOf ( z , y ) $ Tet ( y ) )","for all y , if it is not the case that there is an element z such that z is in front of y , then y is a tetrahedron",0,0,0,0
4402,"@ y ( LeftOf ( y , b ) $ @ x ( LeftOf ( x , a ) $ ~ Smaller ( x , y ) ) )","for all y , if y is to the left of b , then for all x , if x is to the left of a , then x is not smaller than y",0,0,0,0
4403,"@ y ( ( Cube ( y ) & Larger ( a , y ) ) $ @ z ( Tet ( z ) $ Smaller ( a , z ) ) )","for all y , if y is a cube and a is larger than y , then a is smaller than every tetrahedron",0,0,0,0
4404,"~ / x ( ~ / y FrontOf ( y , x ) & ~ Tet ( x ) )",it is not the case that there is an element x such that it is not the case that there is an element y such that y is in front of x and x is not a tetrahedron,0,0,0,0
4405,"@ y ~ / x ( LeftOf ( y , b ) & LeftOf ( x , a ) & Smaller ( x , y ) )","for all y , it is not the case that there is an element x such that y is to the left of b , x is to the left of a and x is smaller than y",0,0,0,0
4406,"@ x @ y ( ( LeftOf ( x , a ) $ LeftOf ( x , b ) ) & ( LeftOf ( y , b ) $ LeftOf ( y , a ) ) )","for all x , for all y , all these hold : \item if x is to the left of a , then x is to the left of b \item if y is to the left of b , then y is to the left of a",0,0,0,0
4407,"@ x @ y ( ( LeftOf ( x , a ) & Smaller ( x , y ) ) $ ~ LeftOf ( y , b ) )","for all x , for all y , if x is to the left of a and smaller than y , then y is not to the left of b",0,0,0,0
4408,"@ y ( ( Cube ( y ) & Larger ( a , y ) ) $ @ y ( Tet ( y ) $ Larger ( y , a ) ) )","for all y , if y is a cube and a is larger than y , then every tetrahedron is larger than a",0,0,0,0
4409,"@ x ( LeftOf ( x , a ) $ ~ / z ( LeftOf ( z , b ) & Smaller ( x , z ) ) )","for all x , if x is to the left of a , then it is not the case that there is an element z such that z is to the left of b and x is smaller than z",0,0,0,0
4410,"@ x ( / y ( Larger ( a , y ) & Cube ( y ) ) $ @ y ( Tet ( y ) $ Smaller ( a , y ) ) )","for all x , if there is an element y such that a is larger than y and y is a cube , then a is smaller than every tetrahedron",0,0,0,0
4411,"@ x ~ ( LeftOf ( x , a ) & @ z ( LeftOf ( z , b ) $ Larger ( x , z ) ) )","for all x , it is not the case that x is to the left of a and for all z , if z is to the left of b , then x is larger than z",0,0,0,0
4412,"@ y ( LeftOf ( y , a ) $ ~ @ z ( LeftOf ( z , b ) $ Larger ( y , z ) ) )","for all y , if y is to the left of a , then it is not the case that for all z , if z is to the left of b , then y is larger than z",0,0,0,0
4413,"@ y ( LeftOf ( y , a ) $ ~ / z ( LeftOf ( z , b ) & Larger ( z , y ) ) )","for all y , if y is to the left of a , then it is not the case that there is an element z such that z is to the left of b and larger than y",0,0,0,0
4414,"@ x @ y ( ( LeftOf ( x , a ) & LeftOf ( y , b ) ) $ ~ / z Smaller ( x , y ) )","for all x , for all y , if x is to the left of a and y is to the left of b , then it is not the case that there is an element z such that x is smaller than y",0,0,0,0
4415,"@ u ( @ y ~ FrontOf ( y , u ) $ Tet ( u ) )","for all u , if for all y , y is not in front of u , then u is a tetrahedron",0,0,0,0
4416,"@ x @ y ( ~ / x FrontOf ( x , y ) $ Tet ( y ) )","for all x , for all y , if it is not the case that there is an element x such that x is in front of y , then y is a tetrahedron",0,0,0,0
4417,"@ x ( LeftOf ( x , a ) $ @ y ~ ( LeftOf ( y , b ) & Smaller ( x , y ) ) )","for all x , if x is to the left of a , then for all y , it is not the case that y is to the left of b and x is smaller than y",0,0,0,0
4418,"@ x ~ ( LeftOf ( x , a ) & @ w ( LeftOf ( w , b ) $ Larger ( x , w ) ) )","for all x , it is not the case that x is to the left of a and for all w , if w is to the left of b , then x is larger than w",0,0,0,0
4419,"@ x ~ ( LeftOf ( x , a ) & / w ( LeftOf ( w , b ) & Smaller ( x , w ) ) )","for all x , it is not the case that x is to the left of a and there is an element w such that w is to the left of b and x is smaller than w",0,0,0,0
4420,"/ x ( Cube ( x ) & Larger ( a , x ) ) $ @ w ( Tet ( w ) $ Smaller ( a , w ) )","if a is larger than some cube , then a is smaller than every tetrahedron",0,0,0,0
4421,"@ x ( / w FrontOf ( w , x ) | Tet ( x ) )","for all x , there is an element w such that w is in front of x or x is a tetrahedron",0,0,0,0
4422,"@ x @ y ( ( LeftOf ( y , a ) & LeftOf ( x , b ) ) $ ~ Smaller ( y , x ) )","for all x , for all y , if y is to the left of a and x is to the left of b , then y is not smaller than x",0,0,0,0
4423,"/ x ( Cube ( x ) & Larger ( a , x ) ) $ @ y ( Tet ( y ) $ Larger ( y , a ) )","if a is larger than some cube , then every tetrahedron is larger than a",0,0,0,0
4424,"~ / x ( LeftOf ( x , a ) & @ w ( LeftOf ( w , b ) $ Larger ( x , w ) ) )","it is not the case that there is an element x such that x is to the left of a and for all w , if w is to the left of b , then x is larger than w",0,0,0,0
4425,"@ x ( LeftOf ( x , a ) $ @ w ~ ( LeftOf ( w , b ) & Smaller ( x , w ) ) )","for all x , if x is to the left of a , then for all w , it is not the case that w is to the left of b and x is smaller than w",0,0,0,0
4426,"@ x ( ~ / w FrontOf ( w , x ) $ Tet ( x ) )","for all x , if it is not the case that there is an element w such that w is in front of x , then x is a tetrahedron",0,0,0,0
4427,"@ v ( LeftOf ( v , a ) $ ~ @ z ( LeftOf ( z , b ) $ Larger ( v , z ) ) )","for all v , if v is to the left of a , then it is not the case that for all z , if z is to the left of b , then v is larger than z",0,0,0,0
4428,"@ x ( LeftOf ( x , b ) $ ~ / y ( Smaller ( y , x ) & LeftOf ( y , a ) ) )","for all x , if x is to the left of b , then it is not the case that there is an element y such that y is smaller than x and to the left of a",0,0,0,0
4429,"@ x ( LeftOf ( x , a ) $ ~ / y ( Larger ( y , x ) & LeftOf ( y , b ) ) )","for all x , if x is to the left of a , then it is not the case that there is an element y such that y is larger than x and to the left of b",0,0,0,0
4430,"@ y ( LeftOf ( y , b ) $ LeftOf ( y , a ) ) & @ x ( LeftOf ( x , a ) $ LeftOf ( x , b ) )","for all y , if y is to the left of b , then y is to the left of a and for all x , if x is to the left of a , then x is to the left of b",0,0,0,0
4431,"~ / y ( @ x ( LeftOf ( x , b ) $ Larger ( y , x ) ) & LeftOf ( y , a ) )","it is not the case that there is an element y such that for all x , if x is to the left of b , then y is larger than x and y is to the left of a",0,0,0,0
4432,"@ x ( ( Cube ( x ) & Larger ( a , x ) ) $ @ z ( Tet ( z ) $ Smaller ( a , z ) ) )","for all x , if x is a cube and a is larger than x , then a is smaller than every tetrahedron",0,0,0,0
4433,"@ z @ y ( ( Cube ( z ) & Larger ( a , z ) ) $ ( Tet ( y ) $ Smaller ( a , y ) ) )","for all z , for all y , if z is a cube and a is larger than z , then if y is a tetrahedron , then a is smaller than y",0,0,0,0
4434,"~ / x / z ( LeftOf ( x , a ) & LeftOf ( z , b ) & Smaller ( x , z ) )","it is not the case that there is an element x such that there is an element z such that x is to the left of a , z is to the left of b and x is smaller than z",0,0,0,0
4435,"/ y ( Larger ( a , y ) & Cube ( y ) ) $ @ x ( Tet ( x ) $ Smaller ( a , x ) )","if there is an element y such that a is larger than y and y is a cube , then a is smaller than every tetrahedron",0,0,0,0
4436,"@ x ( ~ Tet ( x ) $ / y FrontOf ( y , x ) )","for all x , if x is not a tetrahedron , then there is an element y such that y is in front of x",0,0,0,0
4437,"~ / u ( LeftOf ( u , a ) & @ y ( LeftOf ( y , b ) $ Larger ( u , y ) ) )","it is not the case that there is an element u such that u is to the left of a and for all y , if y is to the left of b , then u is larger than y",0,0,0,0
4438,"~ / u ( LeftOf ( u , a ) & / y ( LeftOf ( y , b ) & Smaller ( u , y ) ) )",it is not the case that there is an element u such that u is to the left of a and there is an element y such that y is to the left of b and u is smaller than y,0,0,0,0
4439,"@ u ( ( LeftOf ( u , b ) $ LeftOf ( u , a ) ) & ( LeftOf ( u , a ) $ LeftOf ( u , b ) ) )","for all u , all these hold : \item if u is to the left of b , then u is to the left of a \item if u is to the left of a , then u is to the left of b",0,0,0,0
4440,"/ u ( ( Cube ( u ) & Larger ( a , u ) ) $ @ y ( Tet ( y ) $ Smaller ( u , y ) ) )","there is an element u such that if u is a cube and a is larger than u , then u is smaller than every tetrahedron",0,0,0,0
4441,"@ u ( ~ / y FrontOf ( y , u ) $ Tet ( u ) )","for all u , if it is not the case that there is an element y such that y is in front of u , then u is a tetrahedron",0,0,0,0
4442,"@ x ( / y ( Larger ( a , y ) & Cube ( y ) ) $ ( Tet ( x ) $ Smaller ( a , x ) ) )","for all x , if there is an element y such that a is larger than y and y is a cube , then if x is a tetrahedron , then a is smaller than x",0,0,0,0
4443,"~ / x ( Cube ( x ) & Larger ( a , x ) ) | @ y ( Tet ( y ) $ Larger ( y , a ) )",it is not the case that a is larger than some cube or every tetrahedron is larger than a,0,0,0,0
4444,"@ x ( LeftOf ( x , a ) $ @ z ( LeftOf ( z , b ) $ ~ Smaller ( x , z ) ) )","for all x , if x is to the left of a , then for all z , if z is to the left of b , then x is not smaller than z",0,0,0,0
4445,"/ z ( Cube ( z ) & Larger ( a , z ) ) $ @ x ( Tet ( x ) $ Smaller ( a , x ) )","if a is larger than some cube , then a is smaller than every tetrahedron",0,0,0,0
4446,"@ x ( ( LeftOf ( x , a ) | LeftOf ( x , b ) ) $ ( LeftOf ( x , a ) & LeftOf ( x , b ) ) )","for all x , if x is to the left of a or to the left of b , then x is to the left of a and to the left of b",0,0,0,0
4447,"@ x @ z ( ( Smaller ( x , z ) & LeftOf ( z , b ) ) $ ~ LeftOf ( x , a ) )","for all x , for all z , if x is smaller than z and z is to the left of b , then x is not to the left of a",0,0,0,0
4448,"~ / x @ z ( LeftOf ( x , a ) & ( LeftOf ( z , b ) $ Larger ( x , z ) ) )","it is not the case that there is an element x such that for all z , all these hold : \item x is to the left of a \item if z is to the left of b , then x is larger than z",0,0,0,0
4449,"@ y ( LeftOf ( y , a ) $ / x ( LeftOf ( x , b ) & ~ Larger ( y , x ) ) )","for all y , if y is to the left of a , then there is an element x such that x is to the left of b and y is not larger than x",0,0,0,0
4450,"/ x ( Larger ( a , x ) & Cube ( x ) ) $ @ z ( Tet ( z ) $ Smaller ( a , z ) )","if there is an element x such that a is larger than x and x is a cube , then a is smaller than every tetrahedron",0,0,0,0
4451,"~ / x @ z / y ( LeftOf ( x , a ) & Smaller ( x , y ) & LeftOf ( y , b ) )","it is not the case that there is an element x such that for all z , there is an element y such that x is to the left of a , x is smaller than y and y is to the left of b",0,0,0,0
4452,"@ y / x ( ~ Tet ( y ) $ FrontOf ( x , y ) )","for all y , there is an element x such that if y is not a tetrahedron , then x is in front of y",0,0,0,0
4453,"@ x / y ~ ( LeftOf ( x , a ) & ( LeftOf ( y , b ) $ Larger ( x , y ) ) )","for all x , there is an element y such that it is not the case that all these hold : \item x is to the left of a \item if y is to the left of b , then x is larger than y",0,0,0,0
4454,"~ / x ( LeftOf ( x , a ) & / z ( LeftOf ( z , b ) & Smaller ( x , z ) ) )",it is not the case that there is an element x such that x is to the left of a and there is an element z such that z is to the left of b and x is smaller than z,0,0,0,0
4455,"~ / x ( LeftOf ( x , a ) & @ z ( LeftOf ( z , b ) $ Larger ( x , z ) ) )","it is not the case that there is an element x such that x is to the left of a and for all z , if z is to the left of b , then x is larger than z",0,0,0,0
4456,"@ y ( ~ Tet ( y ) $ / x FrontOf ( x , y ) )","for all y , if y is not a tetrahedron , then there is an element x such that x is in front of y",0,0,0,0
4457,"@ x @ y ( ( Cube ( y ) & Larger ( a , y ) & Tet ( x ) ) $ Smaller ( a , x ) )","for all x , for all y , if y is a cube , a is larger than y and x is a tetrahedron , then a is smaller than x",0,0,0,0
4458,"@ x ( ( Cube ( x ) & Smaller ( x , a ) ) $ @ y ( Tet ( y ) $ Smaller ( a , y ) ) )","for all x , if x is a cube and x is smaller than a , then a is smaller than every tetrahedron",0,0,0,0
4459,"~ / x ( LeftOf ( x , a ) & / y ( LeftOf ( y , b ) & Larger ( y , x ) ) )",it is not the case that there is an element x such that x is to the left of a and there is an element y such that y is to the left of b and larger than x,0,0,0,0
4460,"@ x / z ( ~ FrontOf ( z , x ) $ Tet ( x ) )","for all x , there is an element z such that if z is not in front of x , then x is a tetrahedron",0,0,0,0
4461,"~ / y ( LeftOf ( y , a ) & @ z ( LeftOf ( z , b ) $ Larger ( y , z ) ) )","it is not the case that there is an element y such that y is to the left of a and for all z , if z is to the left of b , then y is larger than z",0,0,0,0
4462,"@ x @ z ( ( LeftOf ( x , a ) & LeftOf ( z , b ) ) $ ~ Smaller ( x , z ) )","for all x , for all z , if x is to the left of a and z is to the left of b , then x is not smaller than z",0,0,0,0
4463,"/ z ( Cube ( z ) & Larger ( a , z ) ) $ @ z ( Tet ( z ) $ Smaller ( a , z ) )","if a is larger than some cube , then a is smaller than every tetrahedron",0,0,0,0
4464,"@ w ( ~ / y FrontOf ( y , w ) $ Tet ( w ) )","for all w , if it is not the case that there is an element y such that y is in front of w , then w is a tetrahedron",0,0,0,0
4465,"@ z ( LeftOf ( z , a ) $ ~ @ x ( LeftOf ( x , b ) $ Larger ( z , x ) ) )","for all z , if z is to the left of a , then it is not the case that for all x , if x is to the left of b , then z is larger than x",0,0,0,0
4466,"~ / x ( LeftOf ( x , b ) & / y ( LeftOf ( y , a ) & Smaller ( y , x ) ) )",it is not the case that there is an element x such that x is to the left of b and there is an element y such that y is to the left of a and smaller than x,0,0,0,0
4467,"/ x @ y ( ( Tet ( y ) & Cube ( x ) & Larger ( a , x ) ) $ Smaller ( x , y ) )","there is an element x such that for all y , if y is a tetrahedron , x is a cube and a is larger than x , then x is smaller than y",0,0,0,0
4468,"@ x ( / y ( Cube ( y ) & Larger ( a , y ) ) $ @ z ( Tet ( z ) $ Smaller ( a , z ) ) )","for all x , if a is larger than some cube , then a is smaller than every tetrahedron",0,0,0,0
4469,"@ x ( / y ( Larger ( a , y ) & Cube ( y ) ) $ @ z ( Tet ( z ) $ Smaller ( a , z ) ) )","for all x , if there is an element y such that a is larger than y and y is a cube , then a is smaller than every tetrahedron",0,0,0,0
4470,"@ x @ y ( ( LeftOf ( x , a ) & RightOf ( b , y ) ) $ ~ Smaller ( x , y ) )","for all x , for all y , if x is to the left of a and b is to the right of y , then x is not smaller than y",0,0,0,0
4471,"~ / x / y ( Smaller ( x , y ) & LeftOf ( x , a ) & LeftOf ( y , b ) )","it is not the case that there is an element x such that there is an element y such that x is smaller than y , x is to the left of a and y is to the left of b",0,0,0,0
4472,"@ x ( ~ / y ( ~ Smaller ( y , x ) & ~ Dodec ( y ) ) $ Dodec ( x ) )","for all x , if it is not the case that there is an element y such that y is not smaller than x and y is not a dodecahedron , then x is a dodecahedron",0,0,0,0
4473,"/ x ( ( Cube ( x ) & Larger ( a , x ) ) $ ~ / y ( Tet ( y ) & ~ Larger ( y , x ) ) )","there is an element x such that if x is a cube and a is larger than x , then it is not the case that there is a tetrahedron y such that y is not larger than x",0,0,0,0
4474,"@ y @ x ( ( LeftOf ( y , a ) & LeftOf ( x , b ) ) $ ~ Smaller ( y , x ) )","for all y , for all x , if y is to the left of a and x is to the left of b , then y is not smaller than x",0,0,0,0
4475,"~ / y ( ~ Tet ( y ) & ~ / x FrontOf ( x , y ) )",it is not the case that there is an element y such that y is not a tetrahedron and it is not the case that there is an element x such that x is in front of y,0,0,0,0
