,Latex formula,English translation 1,English translation 2,English translation 3,English translation 4,English translation 5,English translation 6,English translation 7,English translation 8,English translation 9,English translation 10
4797,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \vee ( x \in tetrahedron ) ) ),"for all x , there is an element y such that x is a cube or x is a tetahedron",0,0,0,0,0,0,0,0,0
4798,( \forall z ) ( ( z \in tetrahedron ) \vee ( z \in cube ) ),"for all z , z is a tetahedron or z is a cube",0,0,0,0,0,0,0,0,0
4799,( \forall u ) ( ( \forall y ) ( ( ( u \in cube ) \& ( y \in tetrahedron ) ) \supset \leftOf { u } { y } ) ),"for all u , for all y , if u is a cube and y is a tetahedron , then u is left of y",0,0,0,0,0,0,0,0,0
4800,( \exists x ) ( ( ( \large { x } ) \& ( x \in cube ) ) \& ( ( \forall z ) ( ( ( z \in cube ) \& ( \small { z } ) ) \supset \backOf { z } { x } ) ) ),"there is an element x such that x is large , x is a cube and for all z , if z is a cube and z is small , then z is in back of x",0,0,0,0,0,0,0,0,0
4801,\sim ( ( \forall y ) ( ( y \in cube ) \supset ( \forall x ) ( ( x \in tetrahedron ) \supset \smaller { y } { x } ) ) ),it is not the case that every cube is smaller than every tetahedron,0,0,0,0,0,0,0,0,0
4802,( \forall y ) ( ( \forall v ) ( ( ( y \in cube ) \& ( v \in tetrahedron ) ) \supset \leftOf { y } { v } ) ),"for all y , for all v , if y is a cube and v is a tetahedron , then y is left of v",0,0,0,0,0,0,0,0,0
4803,( \exists w ) ( ( ( \large { w } ) \& ( w \in cube ) ) \& ( ( \forall v ) ( ( ( \small { v } ) \& ( v \in cube ) ) \supset \backOf { v } { w } ) ) ),"there is an element w such that w is large , w is a cube and for all v , if v is small and v is a cube , then v is in back of w",0,0,0,0,0,0,0,0,0
4804,( \exists z ) ( ( ( \large { z } ) \& ( z \in cube ) ) \& ( ( \forall u ) ( ( ( \small { u } ) \& ( u \in cube ) ) \supset \backOf { u } { z } ) ) ),"there is an element z such that z is large , z is a cube and for all u , if u is small and u is a cube , then u is in back of z",0,0,0,0,0,0,0,0,0
4805,( \exists x ) ( ( \exists y ) ( ( ( \large { x } ) \& ( x \in cube ) ) \& ( ( \forall y ) ( ( ( \small { y } ) \& ( y \in cube ) ) \supset \backOf { y } { x } ) ) ) ),"there is an element x such that there is an element y such that x is large , x is a cube and for all y , if y is small and y is a cube , then y is in back of x",0,0,0,0,0,0,0,0,0
4806,\sim ( ( \exists x ) ( ( \forall y ) ( ( x \in dodec ) \& ( \sim ( ( y \in tetrahedron ) \& ( \smaller { x } { y } ) ) ) ) ) ),"it is not the case that there is an element x such that for all y , x is a dodecagon and it is not the case that y is a tetahedron and x is smaller than y",0,0,0,0,0,0,0,0,0
4807,\sim ( ( \exists x ) ( ( \sim ( x \in tetrahedron ) ) \& ( \sim ( x \in cube ) ) ) ),it is not the case that there is an element x such that x is not a tetahedron and x is not a cube,0,0,0,0,0,0,0,0,0
4808,( \forall x ) ( ( \forall y ) ( ( y \in tetrahedron ) \supset ( x \in cube ) \supset \leftOf { x } { y } ) ),"for all x , for all tetahedrons y , if x is a cube , then x is left of y",0,0,0,0,0,0,0,0,0
4809,( \forall x ) ( ( \forall x ) ( ( x \in cube ) \vee ( x \in tetrahedron ) ) ),"for all x , for all x , x is a cube or x is a tetahedron",0,0,0,0,0,0,0,0,0
4810,\sim ( ( \exists x ) ( ( \exists y ) ( ( x \in cube ) \& ( \leftOf { y } { x } ) ) ) ),it is not the case that there is an element x such that there is an element y such that x is a cube and y is left of x,0,0,0,0,0,0,0,0,0
4811,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( y \in tetrahedron ) \& ( \rightOf { y } { x } ) ) \& ( \sameSize { x } { y } ) ) ),"for all cubes x , there is an element y such that y is a tetahedron , y is right of x and x is the same size as y",0,0,0,0,0,0,0,0,0
4812,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( y \in tetrahedron ) \& ( \sameSize { x } { y } ) ) \& ( \rightOf { y } { x } ) ) ),"for all cubes x , there is an element y such that y is a tetahedron , x is the same size as y and y is right of x",0,0,0,0,0,0,0,0,0
4813,\sim ( ( \exists x ) ( ( \exists y ) ( ( x \in cube ) \& ( \rightOf { x } { y } ) ) ) ),it is not the case that there is an element x such that there is an element y such that x is a cube and x is right of y,0,0,0,0,0,0,0,0,0
4814,( \forall x ) ( ( \forall y ) ( ( \forall z ) ( ( ( \backOf { x } { y } ) \& ( \backOf { y } { z } ) ) \supset ( \larger { x } { y } ) \& ( \larger { y } { z } ) ) ) ),"for all x , for all y , for all z , if x is in back of y and y is in back of z , then x is larger than y and y is larger than z",0,0,0,0,0,0,0,0,0
4815,( \forall x ) ( ( \forall y ) ( ( \backOf { y } { x } ) \supset \larger { y } { x } ) ),"for all x , for all y , if y is in back of x , then y is larger than x",0,0,0,0,0,0,0,0,0
4816,( \exists x ) ( ( \exists y ) ( ( ( x \in cube ) \& ( y \in tetrahedron ) ) \& ( \sim ( \smaller { x } { y } ) ) ) ),"there is an element x such that there is an element y such that x is a cube , y is a tetahedron and x is not smaller than y",0,0,0,0,0,0,0,0,0
4817,\sim ( ( \forall y ) ( ( y \in cube ) \supset ( \forall z ) ( ( z \in tetrahedron ) \supset \smaller { y } { z } ) ) ),it is not the case that every cube is smaller than every tetahedron,0,0,0,0,0,0,0,0,0
4818,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( y \in tetrahedron ) \& ( \sameSize { y } { x } ) ) \& ( \rightOf { y } { x } ) ) ),"for all x , there is an element y such that if x is a cube , then y is a tetahedron , y is the same size as x and y is right of x",0,0,0,0,0,0,0,0,0
4819,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( y \in tetrahedron ) \& ( \sameSize { y } { x } ) ) \& ( \rightOf { y } { x } ) ) ),"for all cubes x , there is an element y such that y is a tetahedron , y is the same size as x and y is right of x",0,0,0,0,0,0,0,0,0
4820,( \forall x ) ( ( \forall y ) ( \sim ( ( x \in cube ) \& ( \rightOf { x } { y } ) ) ) ),"for all x , for all y , it is not the case that x is a cube and x is right of y",0,0,0,0,0,0,0,0,0
4821,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( y \in tetrahedron ) \& ( \rightOf { y } { x } ) ) \& ( \sameSize { y } { x } ) ) ),"for all cubes x , there is an element y such that y is a tetahedron , y is right of x and y is the same size as x",0,0,0,0,0,0,0,0,0
4822,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( y \in tetrahedron ) \& ( \sameSize { x } { y } ) ) \& ( \rightOf { y } { x } ) ) ),"for all x , there is an element y such that if x is a cube , then y is a tetahedron , x is the same size as y and y is right of x",0,0,0,0,0,0,0,0,0
4823,( \exists x ) ( ( x \in cube ) \& ( ( \exists y ) ( ( y \in tetrahedron ) \& ( \sim ( \smaller { x } { y } ) ) ) ) ),there is a cube x such that there is a tetahedron y such that x is not smaller than y,0,0,0,0,0,0,0,0,0
4824,\sim ( ( \forall y ) ( ( \forall x ) ( ( ( x \in cube ) \& ( y \in tetrahedron ) ) \supset \smaller { x } { y } ) ) ),"it is not the case that for all y , for all x , if x is a cube and y is a tetahedron , then x is smaller than y",0,0,0,0,0,0,0,0,0
4825,( \exists x ) ( ( \exists y ) ( \sim ( ( ( x \in cube ) \& ( y \in tetrahedron ) ) \supset \smaller { x } { y } ) ) ),"there is an element x such that there is an element y such that it is not the case that if x is a cube and y is a tetahedron , then x is smaller than y",0,0,0,0,0,0,0,0,0
4826,( \exists x ) ( ( x \in cube ) \& ( \sim ( ( \forall y ) ( ( y \in tetrahedron ) \supset \smaller { x } { y } ) ) ) ),there is a cube x such that it is not the case that x is smaller than every tetahedron,0,0,0,0,0,0,0,0,0
4827,( \forall y ) ( ( \forall x ) ( ( \backOf { x } { y } ) \supset \larger { x } { y } ) ),"for all y , for all x , if x is in back of y , then x is larger than y",0,0,0,0,0,0,0,0,0
4828,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( y \in tetrahedron ) \& ( \sameRow { x } { y } ) ) \& ( \rightOf { y } { x } ) ) ),"for all cubes x , there is an element y such that y is a tetahedron , x is in the same row as y and y is right of x",0,0,0,0,0,0,0,0,0
4829,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( y \in tetrahedron ) \& ( \rightOf { y } { x } ) ) \& ( \sameSize { x } { y } ) ) ),"for all x , there is an element y such that if x is a cube , then y is a tetahedron , y is right of x and x is the same size as y",0,0,0,0,0,0,0,0,0
4830,( \forall x ) ( ( ( \forall y ) ( ( \backOf { x } { y } ) \supset \larger { x } { y } ) ) \& ( ( \forall z ) ( ( \backOf { z } { x } ) \supset \larger { z } { x } ) ) ),"for all x , for all y , if x is in back of y , then x is larger than y and for all z , if z is in back of x , then z is larger than x",0,0,0,0,0,0,0,0,0
4831,( \forall x ) ( ( \forall y ) ( ( \forall z ) ( ( ( \backOf { z } { y } ) \& ( \backOf { y } { x } ) ) \supset ( \larger { z } { y } ) \& ( \larger { y } { x } ) ) ) ),"for all x , for all y , for all z , if z is in back of y and y is in back of x , then z is larger than y and y is larger than x",0,0,0,0,0,0,0,0,0
4832,( \forall x ) ( ( ( \exists y ) ( \rightOf { x } { y } ) ) \supset \sim ( x \in cube ) ),"for all x , if there is an element y such that x is right of y , then x is not a cube",0,0,0,0,0,0,0,0,0
4833,( \forall x ) ( \sim ( ( \exists y ) ( ( \frontOf { y } { x } ) \& ( \sim ( \smaller { y } { x } ) ) ) ) ),"for all x , it is not the case that there is an element y such that y is in front of x and y is not smaller than x",0,0,0,0,0,0,0,0,0
4834,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( \sameSize { x } { y } ) \& ( \rightOf { y } { x } ) ) \& ( y \in tetrahedron ) ) ),"for all x , there is an element y such that if x is a cube , then x is the same size as y , y is right of x and y is a tetahedron",0,0,0,0,0,0,0,0,0
4835,\sim ( ( \exists y ) ( ( \exists x ) ( ( x \in cube ) \& ( \rightOf { x } { y } ) ) ) ),it is not the case that there is an element y such that some cube is right of y,0,0,0,0,0,0,0,0,0
4836,( \forall x ) ( ( ( \exists y ) ( \backOf { x } { y } ) ) \supset ( \forall y ) ( ( \frontOf { y } { x } ) \supset \larger { x } { y } ) ),"for all x , if there is an element y such that x is in back of y , then for all y , if y is in front of x , then x is larger than y",0,0,0,0,0,0,0,0,0
4837,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( \sameSize { x } { y } ) \& ( y \in tetrahedron ) ) \& ( \rightOf { y } { x } ) ) ),"for all cubes x , there is an element y such that x is the same size as y , y is a tetahedron and y is right of x",0,0,0,0,0,0,0,0,0
4838,( \forall x ) ( \sim ( ( \exists y ) ( ( x \in cube ) \& ( \rightOf { x } { y } ) ) ) ),"for all x , it is not the case that there is an element y such that x is a cube and x is right of y",0,0,0,0,0,0,0,0,0
4839,( \forall y ) ( \sim ( ( \exists x ) ( ( x \in cube ) \& ( \rightOf { x } { y } ) ) ) ),"for all y , it is not the case that some cube is right of y",0,0,0,0,0,0,0,0,0
4840,( \forall y ) ( ( \forall x ) ( ( x \in cube ) \supset \sim ( \rightOf { x } { y } ) ) ),"for all y , for all cubes x , x is not right of y",0,0,0,0,0,0,0,0,0
4841,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( \rightOf { y } { x } ) \& ( \sameSize { y } { x } ) ) \& ( y \in tetrahedron ) ) ),"for all x , there is an element y such that if x is a cube , then y is right of x , y is the same size as x and y is a tetahedron",0,0,0,0,0,0,0,0,0
4842,( \exists x ) ( ( \exists y ) ( ( ( x \in tetrahedron ) \& ( y \in cube ) ) \& ( \sim ( \smaller { y } { x } ) ) ) ),"there is an element x such that there is an element y such that x is a tetahedron , y is a cube and y is not smaller than x",0,0,0,0,0,0,0,0,0
4843,( \forall x ) ( \sim ( ( \exists y ) ( ( y \in cube ) \& ( \rightOf { y } { x } ) ) ) ),"for all x , it is not the case that some cube is right of x",0,0,0,0,0,0,0,0,0
4844,\sim ( ( \forall x ) ( ( x \in cube ) \supset ( \forall z ) ( ( z \in tetrahedron ) \supset \smaller { x } { z } ) ) ),it is not the case that every cube is smaller than every tetahedron,0,0,0,0,0,0,0,0,0
4845,( \forall x ) ( ( \forall z ) ( ( \backOf { x } { z } ) \supset \larger { x } { z } ) ),"for all x , for all z , if x is in back of z , then x is larger than z",0,0,0,0,0,0,0,0,0
4846,( \forall x ) ( ( x \in cube ) \supset \sim ( ( \exists z ) ( \rightOf { x } { z } ) ) ),"for all cubes x , it is not the case that there is an element z such that x is right of z",0,0,0,0,0,0,0,0,0
4847,( \forall x ) ( ( \forall y ) ( ( x \in cube ) \supset \sim ( \leftOf { y } { x } ) ) ),"for all x , for all y , if x is a cube , then y is not left of x",0,0,0,0,0,0,0,0,0
4848,( ( \forall x ) ( ( \forall y ) ( ( \frontOf { x } { y } ) \supset \smaller { x } { y } ) ) ) \& ( ( \forall x ) ( ( \forall y ) ( ( \backOf { x } { y } ) \supset \larger { x } { y } ) ) ),"for all x , for all y , if x is in front of y , then x is smaller than y and for all x , for all y , if x is in back of y , then x is larger than y",0,0,0,0,0,0,0,0,0
4849,( \forall x ) ( \sim ( ( x \in cube ) \& ( ( \exists y ) ( \rightOf { x } { y } ) ) ) ),"for all x , it is not the case that x is a cube and there is an element y such that x is right of y",0,0,0,0,0,0,0,0,0
4850,( \exists x ) ( \sim ( ( x \in cube ) \supset ( \forall y ) ( ( y \in tetrahedron ) \supset \smaller { x } { y } ) ) ),"there is an element x such that it is not the case that if x is a cube , then x is smaller than every tetahedron",0,0,0,0,0,0,0,0,0
4851,( \forall x ) ( ( \forall y ) ( ( y \in cube ) \supset \sim ( \rightOf { y } { x } ) ) ),"for all x , for all cubes y , y is not right of x",0,0,0,0,0,0,0,0,0
4852,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( \rightOf { y } { x } ) \& ( y \in tetrahedron ) ) \& ( \sameSize { x } { y } ) ) ),"for all cubes x , there is an element y such that y is right of x , y is a tetahedron and x is the same size as y",0,0,0,0,0,0,0,0,0
4853,( \forall y ) ( ( y \in cube ) \supset ( \exists x ) ( ( ( x \in tetrahedron ) \& ( \sameSize { x } { y } ) ) \& ( \rightOf { x } { y } ) ) ),"for all cubes y , there is an element x such that x is a tetahedron , x is the same size as y and x is right of y",0,0,0,0,0,0,0,0,0
4854,\sim ( ( \exists x ) ( ( \exists y ) ( ( \backOf { x } { y } ) \& ( \sim ( \larger { x } { y } ) ) ) ) ),it is not the case that there is an element x such that there is an element y such that x is in back of y and x is not larger than y,0,0,0,0,0,0,0,0,0
4855,( \exists z ) ( ( \exists x ) ( ( ( z \in cube ) \& ( x \in tetrahedron ) ) \& ( \sim ( \smaller { z } { x } ) ) ) ),"there is an element z such that there is an element x such that z is a cube , x is a tetahedron and z is not smaller than x",0,0,0,0,0,0,0,0,0
4856,\sim ( ( \forall y ) ( ( \forall z ) ( ( ( y \in cube ) \& ( z \in tetrahedron ) ) \supset \smaller { y } { z } ) ) ),"it is not the case that for all y , for all z , if y is a cube and z is a tetahedron , then y is smaller than z",0,0,0,0,0,0,0,0,0
4857,( \forall z ) ( ( \forall x ) ( ( \backOf { z } { x } ) \supset \larger { z } { x } ) ),"for all z , for all x , if z is in back of x , then z is larger than x",0,0,0,0,0,0,0,0,0
4858,( \forall x ) ( ( ( \forall y ) ( ( \frontOf { y } { x } ) \supset \smaller { y } { x } ) ) \& ( ( \forall z ) ( ( \backOf { z } { x } ) \supset \larger { z } { x } ) ) ),"for all x , for all y , if y is in front of x , then y is smaller than x and for all z , if z is in back of x , then z is larger than x",0,0,0,0,0,0,0,0,0
4859,( \forall x ) ( ( \forall y ) ( ( ( \backOf { x } { y } ) \supset \larger { x } { y } ) \& ( ( \forall z ) ( ( \backOf { z } { x } ) \supset \larger { z } { x } ) ) ) ),"for all x , for all y , all these hold : \item if x is in back of y , then x is larger than y \item for all z , if z is in back of x , then z is larger than x",0,0,0,0,0,0,0,0,0
4860,( \forall x ) ( ( \forall y ) ( ( \forall z ) ( ( ( \backOf { y } { x } ) \supset \larger { y } { x } ) \& ( ( \backOf { z } { y } ) \supset \larger { z } { y } ) ) ) ),"for all x , for all y , for all z , all these hold : \item if y is in back of x , then y is larger than x \item if z is in back of y , then z is larger than y",0,0,0,0,0,0,0,0,0
4861,( \forall x ) ( ( \forall y ) ( ( \forall z ) ( ( \backOf { x } { y } ) \supset \larger { x } { y } ) ) ),"for all x , for all y , for all z , if x is in back of y , then x is larger than y",0,0,0,0,0,0,0,0,0
4862,( \forall x ) ( ( \forall y ) ( ( ( \backOf { y } { x } ) \& ( \sameCol { x } { y } ) ) \supset \larger { y } { x } ) ),"for all x , for all y , if y is in back of x and x is in the same column as y , then y is larger than x",0,0,0,0,0,0,0,0,0
4863,( \forall y ) ( ( y \in cube ) \supset \sim ( ( \exists x ) ( \rightOf { y } { x } ) ) ),"for all cubes y , it is not the case that there is an element x such that y is right of x",0,0,0,0,0,0,0,0,0
4864,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( \sameSize { x } { y } ) \& ( y \in tetrahedron ) ) \& ( \rightOf { y } { x } ) ) ),"for all x , there is an element y such that if x is a cube , then x is the same size as y , y is a tetahedron and y is right of x",0,0,0,0,0,0,0,0,0
4865,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( \rightOf { y } { x } ) \& ( y \in tetrahedron ) ) \& ( \sameSize { y } { x } ) ) ),"for all x , there is an element y such that if x is a cube , then y is right of x , y is a tetahedron and y is the same size as x",0,0,0,0,0,0,0,0,0
4866,\sim ( ( \exists x ) ( ( \exists y ) ( ( y \in cube ) \& ( \rightOf { y } { x } ) ) ) ),it is not the case that there is an element x such that some cube is right of x,0,0,0,0,0,0,0,0,0
4867,( \forall x ) ( ( \forall y ) ( ( \backOf { x } { y } ) \supset ( \larger { x } { y } ) \vee ( \sameSize { x } { y } ) ) ),"for all x , for all y , if x is in back of y , then x is larger than y or the same size as y",0,0,0,0,0,0,0,0,0
4868,( \forall x ) ( ( \exists y ) ( ( ( \backOf { x } { y } ) \supset \larger { x } { y } ) \& ( ( \forall z ) ( ( \backOf { z } { x } ) \supset \larger { z } { x } ) ) ) ),"for all x , there is an element y such that all these hold : \item if x is in back of y , then x is larger than y \item for all z , if z is in back of x , then z is larger than x",0,0,0,0,0,0,0,0,0
4869,( \forall x ) ( ( x \in cube ) \supset ( \forall y ) ( \sim ( \leftOf { y } { x } ) ) ),"for all cubes x , for all y , y is not left of x",0,0,0,0,0,0,0,0,0
4870,( \forall x ) ( ( \forall y ) ( ( \frontOf { y } { x } ) \supset \larger { x } { y } ) ),"for all x , for all y , if y is in front of x , then x is larger than y",0,0,0,0,0,0,0,0,0
4871,( \forall x ) ( ( \forall y ) ( ( \backOf { y } { x } ) \supset \smaller { x } { y } ) ),"for all x , for all y , if y is in back of x , then x is smaller than y",0,0,0,0,0,0,0,0,0
4872,( \exists x ) ( ( x \in tetrahedron ) \& ( ( \exists y ) ( ( y \in cube ) \& ( \sim ( \smaller { y } { x } ) ) ) ) ),there is a tetahedron x such that there is a cube y such that y is not smaller than x,0,0,0,0,0,0,0,0,0
4873,\sim ( ( \forall x ) ( ( \forall y ) ( ( x \in cube ) \supset ( y \in tetrahedron ) \supset \smaller { x } { y } ) ) ),"it is not the case that for all x , for all y , if x is a cube , then if y is a tetahedron , then x is smaller than y",0,0,0,0,0,0,0,0,0
4874,( \forall x ) ( ( \forall y ) ( ( \frontOf { y } { x } ) \supset \smaller { y } { x } ) ),"for all x , for all y , if y is in front of x , then y is smaller than x",0,0,0,0,0,0,0,0,0
4875,( \forall y ) ( ( \forall x ) ( \sim ( ( x \in cube ) \& ( \rightOf { x } { y } ) ) ) ),"for all y , for all x , it is not the case that x is a cube and x is right of y",0,0,0,0,0,0,0,0,0
4876,( \forall x ) ( ( \forall y ) ( ( \sim ( x \in cube ) ) \vee ( \sim ( \rightOf { x } { y } ) ) ) ),"for all x , for all y , x is not a cube or x is not right of y",0,0,0,0,0,0,0,0,0
4877,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( y \in tetrahedron ) \& ( \sameSize { x } { y } ) ) \& ( \leftOf { x } { y } ) ) ),"for all cubes x , there is an element y such that y is a tetahedron , x is the same size as y and x is left of y",0,0,0,0,0,0,0,0,0
4878,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( \rightOf { y } { x } ) \& ( y \in tetrahedron ) ) \& ( \sameSize { x } { y } ) ) ),"for all x , there is an element y such that if x is a cube , then y is right of x , y is a tetahedron and x is the same size as y",0,0,0,0,0,0,0,0,0
4879,\sim ( ( \forall u ) ( ( \forall y ) ( ( ( u \in cube ) \& ( y \in tetrahedron ) ) \supset \smaller { u } { y } ) ) ),"it is not the case that for all u , for all y , if u is a cube and y is a tetahedron , then u is smaller than y",0,0,0,0,0,0,0,0,0
4880,\sim ( ( \exists u ) ( ( u \in cube ) \& ( ( \exists y ) ( \rightOf { u } { y } ) ) ) ),it is not the case that there is a cube u such that there is an element y such that u is right of y,0,0,0,0,0,0,0,0,0
4881,( \forall u ) ( ( \forall y ) ( ( \backOf { u } { y } ) \supset \larger { u } { y } ) ),"for all u , for all y , if u is in back of y , then u is larger than y",0,0,0,0,0,0,0,0,0
4882,( \forall u ) ( ( u \in cube ) \supset ( \exists v ) ( ( ( v \in tetrahedron ) \& ( \sameSize { u } { v } ) ) \& ( \rightOf { v } { u } ) ) ),"for all cubes u , there is an element v such that v is a tetahedron , u is the same size as v and v is right of u",0,0,0,0,0,0,0,0,0
4883,( \exists x ) ( ( \exists y ) ( ( ( x \in cube ) \& ( y \in tetrahedron ) ) \& ( \sim ( \larger { y } { x } ) ) ) ),"there is an element x such that there is an element y such that x is a cube , y is a tetahedron and y is not larger than x",0,0,0,0,0,0,0,0,0
4884,( \exists x ) ( \sim ( ( \forall y ) ( ( ( x \in cube ) \& ( y \in tetrahedron ) ) \supset \smaller { x } { y } ) ) ),"there is an element x such that it is not the case that for all y , if x is a cube and y is a tetahedron , then x is smaller than y",0,0,0,0,0,0,0,0,0
4885,( \forall x ) ( ( \exists y ) ( ( x \in cube ) \supset ( ( y \in tetrahedron ) \& ( \sameSize { x } { y } ) ) \& ( \leftOf { x } { y } ) ) ),"for all x , there is an element y such that if x is a cube , then y is a tetahedron , x is the same size as y and x is left of y",0,0,0,0,0,0,0,0,0
4886,( \forall x ) ( ( \forall y ) ( ( \forall z ) ( ( ( \backOf { y } { x } ) \& ( \backOf { z } { y } ) ) \supset ( \larger { y } { x } ) \& ( \larger { z } { y } ) ) ) ),"for all x , for all y , for all z , if y is in back of x and z is in back of y , then y is larger than x and z is larger than y",0,0,0,0,0,0,0,0,0
4887,\sim ( ( \forall y ) ( ( \forall x ) ( ( ( y \in cube ) \& ( x \in tetrahedron ) ) \supset \smaller { y } { x } ) ) ),"it is not the case that for all y , for all x , if y is a cube and x is a tetahedron , then y is smaller than x",0,0,0,0,0,0,0,0,0
4888,( \forall z ) ( ( z \in cube ) \supset ( \exists y ) ( ( ( y \in tetrahedron ) \& ( \sameSize { y } { z } ) ) \& ( \rightOf { y } { z } ) ) ),"for all cubes z , there is an element y such that y is a tetahedron , y is the same size as z and y is right of z",0,0,0,0,0,0,0,0,0
4889,( ( \forall x ) ( ( \forall y ) ( ( \backOf { y } { x } ) \supset \larger { y } { x } ) ) ) \& ( ( \forall y ) ( ( \forall z ) ( ( \backOf { z } { y } ) \supset \larger { z } { y } ) ) ),"for all x , for all y , if y is in back of x , then y is larger than x and for all y , for all z , if z is in back of y , then z is larger than y",0,0,0,0,0,0,0,0,0
4890,( \forall x ) ( ( \sim ( ( \exists y ) ( \backOf { y } { x } ) ) ) \supset ( \forall z ) ( ( \frontOf { z } { x } ) \supset \larger { x } { z } ) ),"for all x , if it is not the case that there is an element y such that y is in back of x , then for all z , if z is in front of x , then x is larger than z",0,0,0,0,0,0,0,0,0
4891,( \forall x ) ( ( x \in cube ) \supset ( \exists z ) ( ( ( z \in tetrahedron ) \& ( \sameSize { x } { z } ) ) \& ( \rightOf { z } { x } ) ) ),"for all cubes x , there is an element z such that z is a tetahedron , x is the same size as z and z is right of x",0,0,0,0,0,0,0,0,0
4892,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( \rightOf { y } { x } ) \& ( y \in tetrahedron ) ) \& ( \sameSize { y } { x } ) ) ),"for all cubes x , there is an element y such that y is right of x , y is a tetahedron and y is the same size as x",0,0,0,0,0,0,0,0,0
4893,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( y \in tetrahedron ) \& ( \rightOf { y } { x } ) ) \& ( \sameRow { x } { y } ) ) ),"for all cubes x , there is an element y such that y is a tetahedron , y is right of x and x is in the same row as y",0,0,0,0,0,0,0,0,0
4894,( \forall y ) ( ( \forall z ) ( ( \backOf { z } { y } ) \supset \larger { z } { y } ) ),"for all y , for all z , if z is in back of y , then z is larger than y",0,0,0,0,0,0,0,0,0
4895,\sim ( ( \exists y ) ( ( y \in cube ) \& ( ( \exists x ) ( \rightOf { y } { x } ) ) ) ),it is not the case that there is a cube y such that there is an element x such that y is right of x,0,0,0,0,0,0,0,0,0
4896,\sim ( ( \exists x ) ( ( x \in cube ) \& ( ( \exists v ) ( \rightOf { x } { v } ) ) ) ),it is not the case that there is a cube x such that there is an element v such that x is right of v,0,0,0,0,0,0,0,0,0
4897,( \forall x ) ( ( ( \forall y ) ( ( \backOf { x } { y } ) \supset \smaller { y } { x } ) ) \& ( ( \forall z ) ( ( \backOf { z } { x } ) \supset \smaller { x } { z } ) ) ),"for all x , for all y , if x is in back of y , then y is smaller than x and for all z , if z is in back of x , then x is smaller than z",0,0,0,0,0,0,0,0,0
4898,( \forall x ) ( ( \forall u ) ( ( x \in cube ) \supset \sim ( \rightOf { x } { u } ) ) ),"for all x , for all u , if x is a cube , then x is not right of u",0,0,0,0,0,0,0,0,0
4899,\sim ( ( \forall x ) ( ( x \in cube ) \supset ( \forall u ) ( ( u \in tetrahedron ) \supset \smaller { x } { u } ) ) ),it is not the case that every cube is smaller than every tetahedron,0,0,0,0,0,0,0,0,0
4900,\sim ( ( \exists x ) ( ( x \in cube ) \& ( ( \exists y ) ( \leftOf { y } { x } ) ) ) ),it is not the case that there is a cube x such that there is an element y such that y is left of x,0,0,0,0,0,0,0,0,0
4901,( \forall x ) ( ( x \in cube ) \supset ( \exists y ) ( ( ( \rightOf { y } { x } ) \& ( \sameSize { x } { y } ) ) \& ( y \in tetrahedron ) ) ),"for all cubes x , there is an element y such that y is right of x , x is the same size as y and y is a tetahedron",0,0,0,0,0,0,0,0,0
4902,( \forall x ) ( ( \forall y ) ( ( \sim ( \backOf { x } { y } ) ) \vee ( \larger { x } { y } ) ) ),"for all x , for all y , x is not in back of y or x is larger than y",0,0,0,0,0,0,0,0,0
4903,( \forall x ) ( ( \forall y ) ( ( y \in cube ) \supset \sim ( \leftOf { x } { y } ) ) ),"for all x , for all cubes y , x is not left of y",0,0,0,0,0,0,0,0,0
4904,\sim ( ( \forall x ) ( ( \forall y ) ( ( ( y \in tetrahedron ) \& ( x \in cube ) ) \supset \smaller { x } { y } ) ) ),"it is not the case that for all x , for all y , if y is a tetahedron and x is a cube , then x is smaller than y",0,0,0,0,0,0,0,0,0
4905,( \exists x ) ( ( \exists y ) ( ( ( x \in cube ) \& ( \sim ( \smaller { x } { y } ) ) ) \& ( y \in tetrahedron ) ) ),"there is an element x such that there is an element y such that x is a cube , x is not smaller than y and y is a tetahedron",0,0,0,0,0,0,0,0,0
